id,ts,host_id,cpu_usage_pct,memory_usage_pct,power_kw,status
3,2026-04-02 12:22:07.517+00,3,28,27,0.253,Normal
6,2026-04-02 12:24:02.882+00,3,28,27,0.252,Normal
9,2026-04-02 12:26:01.7+00,3,27,27,0.252,Normal
12,2026-04-02 12:28:01.845+00,3,27,27,0.254,Normal
15,2026-04-02 12:30:02.091+00,3,28,27,0.24,Normal
18,2026-04-02 12:32:01.966+00,3,29,27,0.253,Normal
21,2026-04-02 12:34:02.036+00,3,27,27,0.243,Normal
24,2026-04-02 12:36:02.246+00,3,28,27,0.249,Normal
27,2026-04-02 12:38:02.065+00,3,28,27,0.248,Normal
30,2026-04-02 12:40:02.334+00,3,27,27,0.244,Normal
33,2026-04-02 12:42:02.111+00,3,27,27,0.242,Normal
36,2026-04-02 12:44:09.71+00,3,27,27,0.247,Normal
39,2026-04-02 12:46:02.041+00,3,28,27,0.243,Normal
42,2026-04-02 12:47:28.84+00,3,28,27,0.256,Normal
45,2026-04-02 12:49:08.515+00,3,29,27,0.254,Normal
48,2026-04-02 12:51:17.199+00,3,27,27,0.242,Normal
51,2026-04-02 12:53:17.464+00,3,30,27,0.251,Normal
54,2026-04-02 12:55:22.084+00,3,29,27,0.252,Normal
57,2026-04-02 12:57:08.403+00,3,27,27,0.249,Normal
60,2026-04-02 12:59:08.404+00,3,27,27,0.253,Normal
63,2026-04-02 13:01:08.403+00,3,28,27,0.243,Normal
66,2026-04-02 13:03:08.404+00,3,27,27,0.253,Normal
69,2026-04-02 13:05:08.513+00,3,29,27,0.25,Normal
72,2026-04-02 13:07:08.512+00,3,27,27,0.253,Normal
75,2026-04-02 13:09:08.403+00,3,28,27,0.247,Normal
78,2026-04-02 13:11:08.405+00,3,27,27,0.242,Normal
81,2026-04-02 13:13:08.405+00,3,28,27,0.244,Normal
84,2026-04-02 13:15:08.518+00,3,28,27,0.247,Normal
87,2026-04-02 13:17:08.408+00,3,28,27,0.241,Normal
90,2026-04-02 13:19:08.406+00,3,26,27,0.252,Normal
93,2026-04-02 13:21:08.53+00,3,27,27,0.242,Normal
96,2026-04-02 13:23:08.406+00,3,27,27,0.253,Normal
99,2026-04-02 13:25:08.406+00,3,28,27,0.244,Normal
102,2026-04-02 13:27:08.529+00,3,29,27,0.25,Normal
105,2026-04-02 13:29:17.367+00,3,28,27,0.242,Normal
108,2026-04-02 13:31:18.095+00,3,27,27,0.248,Normal
111,2026-04-02 13:33:17.992+00,3,26,27,0.25,Normal
114,2026-04-02 13:35:22.355+00,3,27,27,0.251,Normal
117,2026-04-02 13:37:08.405+00,3,26,27,0.249,Normal
120,2026-04-02 13:39:08.509+00,3,28,27,0.252,Normal
123,2026-04-02 13:41:08.531+00,3,28,27,0.243,Normal
126,2026-04-02 13:43:08.525+00,3,27,27,0.258,Normal
129,2026-04-02 13:45:08.518+00,3,27,27,0.249,Normal
132,2026-04-02 13:47:08.518+00,3,26,27,0.252,Normal
135,2026-04-02 13:49:21.168+00,3,29,27,0.251,Normal
138,2026-04-02 13:51:08.408+00,3,29,27,0.254,Normal
141,2026-04-02 13:53:08.408+00,3,27,27,0.258,Normal
144,2026-04-02 13:55:08.518+00,3,27,27,0.253,Normal
147,2026-04-02 13:57:08.412+00,3,27,27,0.237,Normal
150,2026-04-02 13:59:08.519+00,3,28,27,0.242,Normal
153,2026-04-02 14:01:08.41+00,3,29,27,0.25,Normal
156,2026-04-02 14:03:08.412+00,3,29,27,0.248,Normal
159,2026-04-02 14:05:08.52+00,3,26,27,0.252,Normal
162,2026-04-02 14:07:08.522+00,3,28,27,0.251,Normal
165,2026-04-02 14:09:08.411+00,3,27,27,0.243,Normal
168,2026-04-02 14:11:08.521+00,3,27,27,0.25,Normal
171,2026-04-02 14:13:08.522+00,3,28,27,0.252,Normal
174,2026-04-02 14:15:08.414+00,3,27,27,0.253,Normal
177,2026-04-02 14:17:08.522+00,3,27,27,0.239,Normal
180,2026-04-02 14:19:08.415+00,3,27,27,0.244,Normal
183,2026-04-02 14:21:08.527+00,3,28,27,0.246,Normal
186,2026-04-02 14:23:08.418+00,3,27,27,0.245,Normal
189,2026-04-02 14:25:08.418+00,3,29,27,0.248,Normal
192,2026-04-02 14:27:08.529+00,3,27,27,0.252,Normal
195,2026-04-02 14:29:08.419+00,3,26,27,0.243,Normal
198,2026-04-02 14:31:08.419+00,3,28,27,0.248,Normal
201,2026-04-02 14:33:08.419+00,3,28,27,0.251,Normal
204,2026-04-02 14:35:08.42+00,3,29,27,0.251,Normal
207,2026-04-02 14:37:08.421+00,3,29,27,0.248,Normal
210,2026-04-02 14:39:08.532+00,3,28,27,0.253,Normal
213,2026-04-02 14:41:08.532+00,3,27,27,0.249,Normal
216,2026-04-02 14:43:08.421+00,3,27,27,0.257,Normal
219,2026-04-02 14:45:08.532+00,3,28,27,0.251,Normal
222,2026-04-02 14:47:08.422+00,3,29,27,0.251,Normal
225,2026-04-02 14:49:08.422+00,3,29,27,0.254,Normal
228,2026-04-02 14:51:08.531+00,3,27,27,0.25,Normal
231,2026-04-02 14:53:08.532+00,3,27,27,0.252,Normal
234,2026-04-02 14:55:08.534+00,3,28,27,0.251,Normal
237,2026-04-02 14:57:08.422+00,3,29,27,0.249,Normal
240,2026-04-02 14:59:08.424+00,3,28,27,0.252,Normal
243,2026-04-02 15:01:08.424+00,3,29,27,0.244,Normal
246,2026-04-02 15:03:08.534+00,3,26,27,0.245,Normal
249,2026-04-02 15:05:08.534+00,3,27,27,0.254,Normal
252,2026-04-02 15:07:08.424+00,3,27,27,0.243,Normal
255,2026-04-02 15:09:08.424+00,3,28,27,0.249,Normal
258,2026-04-02 15:11:08.534+00,3,28,27,0.242,Normal
261,2026-04-02 15:13:08.425+00,3,28,27,0.253,Normal
264,2026-04-02 15:15:08.426+00,3,27,27,0.245,Normal
267,2026-04-02 15:17:08.544+00,3,28,27,0.247,Normal
270,2026-04-02 15:19:19.622+00,3,26,27,0.249,Normal
273,2026-04-02 15:21:17.546+00,3,29,27,0.252,Normal
276,2026-04-02 15:23:18.283+00,3,27,27,0.257,Normal
279,2026-04-02 15:25:18.856+00,3,27,27,0.249,Normal
282,2026-04-02 15:27:17.677+00,3,26,27,0.255,Normal
285,2026-04-02 15:29:18.538+00,3,27,27,0.253,Normal
288,2026-04-02 15:31:17.343+00,3,28,27,0.252,Normal
291,2026-04-02 15:33:19.874+00,3,28,27,0.255,Normal
294,2026-04-02 15:35:18.406+00,3,28,27,0.251,Normal
297,2026-04-02 15:37:19.113+00,3,28,27,0.25,Normal
300,2026-04-02 15:39:17.674+00,3,27,27,0.243,Normal
303,2026-04-02 15:41:17.735+00,3,27,27,0.25,Normal
306,2026-04-02 15:43:17.609+00,3,28,27,0.241,Normal
309,2026-04-02 15:45:21.864+00,3,27,27,0.252,Normal
312,2026-04-02 15:47:08.427+00,3,29,27,0.25,Normal
315,2026-04-02 15:49:08.426+00,3,27,27,0.243,Normal
318,2026-04-02 15:51:08.427+00,3,26,27,0.25,Normal
321,2026-04-02 15:53:08.427+00,3,28,27,0.248,Normal
324,2026-04-02 15:55:17.358+00,3,26,27,0.242,Normal
327,2026-04-02 15:57:17.464+00,3,29,27,0.25,Normal
330,2026-04-02 15:59:17.613+00,3,27,27,0.25,Normal
333,2026-04-02 16:01:18.266+00,3,27,27,0.253,Normal
336,2026-04-02 16:03:19.318+00,3,28,27,0.244,Normal
339,2026-04-02 16:05:21.491+00,3,26,27,0.251,Normal
342,2026-04-02 16:07:08.427+00,3,28,27,0.25,Normal
345,2026-04-02 16:09:08.428+00,3,28,27,0.243,Normal
348,2026-04-02 16:11:08.538+00,3,27,27,0.243,Normal
351,2026-04-02 16:13:08.428+00,3,28,27,0.25,Normal
354,2026-04-02 16:15:08.429+00,3,27,27,0.251,Normal
357,2026-04-02 16:17:08.538+00,3,28,27,0.243,Normal
360,2026-04-02 16:19:08.539+00,3,27,27,0.251,Normal
363,2026-04-02 16:21:08.552+00,3,30,27,0.242,Normal
366,2026-04-02 16:23:08.43+00,3,29,27,0.255,Normal
369,2026-04-02 16:25:08.551+00,3,28,27,0.252,Normal
372,2026-04-02 16:27:08.553+00,3,29,27,0.245,Normal
375,2026-04-02 16:29:08.431+00,3,28,27,0.246,Normal
378,2026-04-02 16:31:08.541+00,3,29,27,0.244,Normal
381,2026-04-02 16:33:08.555+00,3,29,27,0.244,Normal
384,2026-04-02 16:35:08.542+00,3,28,27,0.242,Normal
387,2026-04-02 16:37:08.54+00,3,28,27,0.241,Normal
390,2026-04-02 16:39:08.543+00,3,28,27,0.25,Normal
393,2026-04-02 16:41:08.434+00,3,27,27,0.243,Normal
396,2026-04-02 16:43:08.435+00,3,29,27,0.243,Normal
399,2026-04-02 16:45:08.435+00,3,29,27,0.253,Normal
402,2026-04-02 16:47:19.152+00,3,28,27,0.243,Normal
405,2026-04-02 16:49:08.436+00,3,27,27,0.253,Normal
408,2026-04-02 16:51:08.435+00,3,28,27,0.251,Normal
411,2026-04-02 16:53:08.436+00,3,28,27,0.243,Normal
414,2026-04-02 16:55:08.435+00,3,27,27,0.247,Normal
417,2026-04-02 16:57:08.544+00,3,27,27,0.249,Normal
420,2026-04-02 16:59:08.435+00,3,27,27,0.242,Normal
423,2026-04-02 17:01:08.438+00,3,28,27,0.253,Normal
426,2026-04-02 17:03:08.437+00,3,29,27,0.242,Normal
429,2026-04-02 17:05:08.547+00,3,29,27,0.243,Normal
432,2026-04-02 17:07:08.437+00,3,29,27,0.255,Normal
435,2026-04-02 17:09:08.55+00,3,27,27,0.245,Normal
438,2026-04-02 17:11:08.548+00,3,29,27,0.251,Normal
441,2026-04-02 17:13:08.44+00,3,29,27,0.251,Normal
444,2026-04-02 17:15:08.44+00,3,28,27,0.254,Normal
447,2026-04-02 17:17:08.441+00,3,28,27,0.24,Normal
450,2026-04-02 17:19:08.564+00,3,29,27,0.243,Normal
453,2026-04-02 17:21:08.563+00,3,29,27,0.251,Normal
456,2026-04-02 17:23:08.561+00,3,28,27,0.246,Normal
459,2026-04-02 17:25:08.442+00,3,27,27,0.247,Normal
462,2026-04-02 17:27:08.549+00,3,28,27,0.246,Normal
465,2026-04-02 17:29:19.462+00,3,27,27,0.255,Normal
468,2026-04-02 17:31:18.925+00,3,30,27,0.249,Normal
471,2026-04-02 17:33:08.444+00,3,28,27,0.253,Normal
474,2026-04-02 17:35:08.444+00,3,27,27,0.253,Normal
477,2026-04-02 17:37:08.554+00,3,29,27,0.243,Normal
480,2026-04-02 17:39:08.56+00,3,28,27,0.251,Normal
483,2026-04-02 17:41:08.445+00,3,27,27,0.254,Normal
486,2026-04-02 17:43:08.56+00,3,29,27,0.25,Normal
489,2026-04-02 17:45:08.446+00,3,27,27,0.254,Normal
492,2026-04-02 17:47:08.556+00,3,28,27,0.244,Normal
495,2026-04-02 17:49:08.559+00,3,27,27,0.252,Normal
498,2026-04-02 17:51:08.448+00,3,27,27,0.243,Normal
501,2026-04-02 17:53:08.448+00,3,27,27,0.247,Normal
504,2026-04-02 17:55:08.448+00,3,27,27,0.245,Normal
507,2026-04-02 17:57:08.558+00,3,29,27,0.241,Normal
510,2026-04-02 17:59:08.558+00,3,27,27,0.245,Normal
513,2026-04-02 18:01:08.558+00,3,27,27,0.255,Normal
516,2026-04-02 18:03:08.449+00,3,27,27,0.252,Normal
519,2026-04-02 18:05:08.449+00,3,29,27,0.251,Normal
522,2026-04-02 18:07:08.451+00,3,29,27,0.25,Normal
525,2026-04-02 18:09:08.452+00,3,27,27,0.249,Normal
528,2026-04-02 18:11:08.479+00,3,29,27,0.241,Normal
531,2026-04-02 18:13:08.453+00,3,28,27,0.25,Normal
534,2026-04-02 18:15:08.46+00,3,28,27,0.243,Normal
537,2026-04-02 18:17:08.455+00,3,30,27,0.252,Normal
540,2026-04-02 18:19:08.563+00,3,30,27,0.251,Normal
543,2026-04-02 18:21:08.455+00,3,29,27,0.253,Normal
546,2026-04-02 18:23:08.579+00,3,28,27,0.254,Normal
549,2026-04-02 18:25:08.457+00,3,29,27,0.249,Normal
552,2026-04-02 18:27:08.566+00,3,28,27,0.253,Normal
555,2026-04-02 18:29:08.458+00,3,29,27,0.25,Normal
558,2026-04-02 18:31:08.581+00,3,29,27,0.255,Normal
561,2026-04-02 18:33:08.459+00,3,28,27,0.257,Normal
564,2026-04-02 18:35:08.516+00,3,28,27,0.251,Normal
567,2026-04-02 18:37:08.569+00,3,26,27,0.257,Normal
570,2026-04-02 18:39:08.581+00,3,28,27,0.253,Normal
573,2026-04-02 18:41:17.23+00,3,27,27,0.25,Normal
576,2026-04-02 18:43:17.231+00,3,27,27,0.243,Normal
579,2026-04-02 18:45:22.106+00,3,27,27,0.254,Normal
582,2026-04-02 18:47:08.461+00,3,27,27,0.244,Normal
585,2026-04-02 18:49:08.576+00,3,28,27,0.253,Normal
588,2026-04-02 18:51:08.575+00,3,27,27,0.253,Normal
591,2026-04-02 18:53:08.47+00,3,27,27,0.25,Normal
594,2026-04-02 18:55:08.465+00,3,27,27,0.243,Normal
597,2026-04-02 18:57:08.465+00,3,28,27,0.251,Normal
600,2026-04-02 18:59:08.574+00,3,27,27,0.246,Normal
603,2026-04-02 19:01:08.583+00,3,28,27,0.251,Normal
606,2026-04-02 19:03:08.576+00,3,29,27,0.242,Normal
609,2026-04-02 19:05:08.574+00,3,27,27,0.253,Normal
612,2026-04-02 19:07:08.466+00,3,28,27,0.242,Normal
615,2026-04-02 19:09:08.467+00,3,27,27,0.251,Normal
618,2026-04-02 19:11:08.466+00,3,29,27,0.248,Normal
621,2026-04-02 19:13:08.466+00,3,29,27,0.243,Normal
624,2026-04-02 19:15:08.466+00,3,29,27,0.244,Normal
627,2026-04-02 19:17:08.467+00,3,30,27,0.253,Normal
630,2026-04-02 19:19:08.591+00,3,27,27,0.251,Normal
633,2026-04-02 19:21:08.588+00,3,29,27,0.251,Normal
636,2026-04-02 19:23:08.468+00,3,27,27,0.252,Normal
639,2026-04-02 19:25:08.588+00,3,27,27,0.251,Normal
642,2026-04-02 19:27:19.359+00,3,28,27,0.249,Normal
645,2026-04-02 19:29:19.076+00,3,28,27,0.244,Normal
648,2026-04-02 19:31:18.875+00,3,27,27,0.248,Normal
651,2026-04-02 19:33:19.518+00,3,27,27,0.253,Normal
654,2026-04-02 19:35:25.287+00,3,27,27,0.243,Normal
657,2026-04-02 19:37:08.467+00,3,28,27,0.249,Normal
660,2026-04-02 19:39:08.467+00,3,28,27,0.253,Normal
663,2026-04-02 19:41:08.574+00,3,29,27,0.25,Normal
666,2026-04-02 19:43:08.468+00,3,27,27,0.243,Normal
669,2026-04-02 19:45:08.47+00,3,28,27,0.251,Normal
672,2026-04-02 19:47:08.471+00,3,27,27,0.254,Normal
675,2026-04-02 19:49:08.581+00,3,29,27,0.248,Normal
678,2026-04-02 19:51:08.581+00,3,28,27,0.241,Normal
681,2026-04-02 19:53:08.47+00,3,29,27,0.247,Normal
684,2026-04-02 19:55:08.594+00,3,29,27,0.25,Normal
687,2026-04-02 19:57:19.056+00,3,28,27,0.25,Normal
690,2026-04-02 19:59:20.648+00,3,27,27,0.243,Normal
693,2026-04-02 20:01:08.471+00,3,29,27,0.25,Normal
696,2026-04-02 20:03:08.581+00,3,29,27,0.249,Normal
699,2026-04-02 20:05:08.473+00,3,28,27,0.249,Normal
702,2026-04-02 20:07:08.472+00,3,27,27,0.243,Normal
705,2026-04-02 20:09:08.473+00,3,27,27,0.251,Normal
708,2026-04-02 20:11:08.473+00,3,27,27,0.245,Normal
711,2026-04-02 20:13:17.427+00,3,28,27,0.25,Normal
714,2026-04-02 20:15:18.671+00,3,28,27,0.253,Normal
717,2026-04-02 20:17:23.021+00,3,28,27,0.249,Normal
720,2026-04-02 20:19:08.476+00,3,28,27,0.249,Normal
723,2026-04-02 20:21:08.477+00,3,26,27,0.25,Normal
726,2026-04-02 20:23:08.576+00,3,28,27,0.245,Normal
729,2026-04-02 20:25:08.589+00,3,27,27,0.255,Normal
732,2026-04-02 20:27:08.479+00,3,28,27,0.242,Normal
735,2026-04-02 20:29:08.587+00,3,27,27,0.243,Normal
738,2026-04-02 20:31:08.478+00,3,27,27,0.251,Normal
741,2026-04-02 20:33:08.479+00,3,27,27,0.243,Normal
744,2026-04-02 20:35:08.479+00,3,27,27,0.252,Normal
747,2026-04-02 20:37:08.48+00,3,28,27,0.252,Normal
750,2026-04-02 20:39:08.483+00,3,29,27,0.252,Normal
753,2026-04-02 20:41:08.59+00,3,28,27,0.251,Normal
756,2026-04-02 20:43:08.484+00,3,27,27,0.247,Normal
759,2026-04-02 20:45:08.483+00,3,28,27,0.247,Normal
762,2026-04-02 20:47:08.485+00,3,29,27,0.248,Normal
765,2026-04-02 20:49:08.485+00,3,27,27,0.243,Normal
768,2026-04-02 20:51:17.216+00,3,28,27,0.24,Normal
771,2026-04-02 20:53:08.523+00,3,27,27,0.252,Normal
774,2026-04-02 20:55:18.274+00,3,29,27,0.244,Normal
777,2026-04-02 20:57:18.683+00,3,27,27,0.246,Normal
780,2026-04-02 20:59:17.481+00,3,27,27,0.247,Normal
783,2026-04-02 21:01:17.701+00,3,27,27,0.243,Normal
786,2026-04-02 21:03:17.317+00,3,28,27,0.25,Normal
789,2026-04-02 21:05:17.374+00,3,27,27,0.256,Normal
792,2026-04-02 21:07:17.312+00,3,28,27,0.253,Normal
795,2026-04-02 21:09:19.547+00,3,28,27,0.25,Normal
798,2026-04-02 21:11:18.22+00,3,27,27,0.249,Normal
801,2026-04-02 21:13:17.436+00,3,27,27,0.249,Normal
804,2026-04-02 21:15:22.874+00,3,28,27,0.243,Normal
807,2026-04-02 21:17:19.118+00,3,26,27,0.239,Normal
810,2026-04-02 21:19:19.593+00,3,26,27,0.242,Normal
813,2026-04-02 21:21:17.338+00,3,28,27,0.247,Normal
816,2026-04-02 21:23:17.544+00,3,27,27,0.25,Normal
819,2026-04-02 21:25:19.937+00,3,27,27,0.248,Normal
822,2026-04-02 21:27:18.527+00,3,28,27,0.255,Normal
825,2026-04-02 21:29:17.186+00,3,27,27,0.249,Normal
828,2026-04-02 21:31:18.382+00,3,28,27,0.247,Normal
831,2026-04-02 21:33:17.652+00,3,29,27,0.243,Normal
834,2026-04-02 21:35:17.896+00,3,28,27,0.251,Normal
837,2026-04-02 21:37:17.99+00,3,28,27,0.244,Normal
840,2026-04-02 21:39:23.903+00,3,29,27,0.249,Normal
843,2026-04-02 21:41:20.414+00,3,29,27,0.243,Normal
846,2026-04-02 21:43:18.976+00,3,28,27,0.256,Normal
849,2026-04-02 21:45:18.522+00,3,29,27,0.249,Normal
852,2026-04-02 21:47:17.549+00,3,27,27,0.242,Normal
855,2026-04-02 21:49:19.357+00,3,29,27,0.25,Normal
858,2026-04-02 21:51:17.235+00,3,29,27,0.242,Normal
861,2026-04-02 21:53:18.37+00,3,29,27,0.251,Normal
864,2026-04-02 21:55:17.666+00,3,30,27,0.248,Normal
867,2026-04-02 21:57:17.722+00,3,28,27,0.25,Normal
870,2026-04-02 21:59:19.132+00,3,27,27,0.246,Normal
873,2026-04-02 22:01:17.51+00,3,26,27,0.248,Normal
876,2026-04-02 22:03:17.502+00,3,28,27,0.252,Normal
879,2026-04-02 22:05:17.932+00,3,27,27,0.254,Normal
882,2026-04-02 22:07:20.12+00,3,29,27,0.254,Normal
885,2026-04-02 22:09:18.56+00,3,29,27,0.251,Normal
888,2026-04-02 22:11:18.377+00,3,27,27,0.248,Normal
891,2026-04-02 22:13:17.512+00,3,27,27,0.252,Normal
894,2026-04-02 22:15:17.804+00,3,28,27,0.244,Normal
897,2026-04-02 22:17:18.096+00,3,29,27,0.249,Normal
900,2026-04-02 22:19:17.907+00,3,28,27,0.243,Normal
903,2026-04-02 22:21:17.501+00,3,26,27,0.243,Normal
906,2026-04-02 22:23:17.628+00,3,29,27,0.247,Normal
909,2026-04-02 22:25:18.889+00,3,27,27,0.245,Normal
912,2026-04-02 22:27:17.574+00,3,27,27,0.242,Normal
915,2026-04-02 22:29:18.529+00,3,29,27,0.254,Normal
918,2026-04-02 22:31:19.893+00,3,28,27,0.246,Normal
921,2026-04-02 22:33:25.898+00,3,27,27,0.251,Normal
924,2026-04-02 22:35:18.863+00,3,28,27,0.246,Normal
927,2026-04-02 22:37:18.1+00,3,27,27,0.245,Normal
930,2026-04-02 22:39:17.435+00,3,27,27,0.239,Normal
933,2026-04-02 22:41:17.495+00,3,29,27,0.251,Normal
936,2026-04-02 22:43:18.457+00,3,29,27,0.251,Normal
939,2026-04-02 22:45:17.438+00,3,27,27,0.254,Normal
942,2026-04-02 22:47:18.833+00,3,27,27,0.248,Normal
945,2026-04-02 22:49:19.293+00,3,26,27,0.241,Normal
948,2026-04-02 22:51:17.521+00,3,28,27,0.251,Normal
951,2026-04-02 22:53:17.365+00,3,28,27,0.253,Normal
954,2026-04-02 22:55:17.428+00,3,29,27,0.256,Normal
957,2026-04-02 22:57:30.036+00,3,28,27,0.243,Normal
960,2026-04-02 22:59:20.058+00,3,27,27,0.249,Normal
963,2026-04-02 23:01:19.617+00,3,27,27,0.247,Normal
966,2026-04-02 23:03:17.748+00,3,27,27,0.24,Normal
969,2026-04-02 23:05:17.419+00,3,29,27,0.247,Normal
972,2026-04-02 23:07:17.738+00,3,27,27,0.251,Normal
975,2026-04-02 23:09:18.133+00,3,27,27,0.237,Normal
978,2026-04-02 23:11:17.47+00,3,27,27,0.25,Normal
981,2026-04-02 23:13:18.003+00,3,27,27,0.243,Normal
984,2026-04-02 23:15:21.803+00,3,28,27,0.244,Normal
987,2026-04-02 23:17:18.268+00,3,29,27,0.25,Normal
990,2026-04-02 23:19:20.402+00,3,28,27,0.251,Normal
993,2026-04-02 23:21:17.471+00,3,28,27,0.251,Normal
996,2026-04-02 23:23:17.757+00,3,28,27,0.25,Normal
999,2026-04-02 23:25:19.993+00,3,29,27,0.254,Normal
1002,2026-04-02 23:27:18.079+00,3,28,27,0.249,Normal
1005,2026-04-02 23:29:19.462+00,3,28,27,0.253,Normal
1008,2026-04-02 23:31:18.011+00,3,27,27,0.249,Normal
1011,2026-04-02 23:33:17.514+00,3,27,27,0.252,Normal
1014,2026-04-02 23:35:17.966+00,3,27,27,0.253,Normal
1017,2026-04-02 23:37:17.66+00,3,27,27,0.247,Normal
1020,2026-04-02 23:39:17.39+00,3,28,27,0.249,Normal
1023,2026-04-02 23:41:18.213+00,3,29,27,0.243,Normal
1026,2026-04-02 23:43:17.402+00,3,28,27,0.242,Normal
1029,2026-04-02 23:45:17.307+00,3,28,27,0.247,Normal
1032,2026-04-02 23:47:20.025+00,3,27,27,0.243,Normal
1035,2026-04-02 23:49:17.397+00,3,28,27,0.243,Normal
1038,2026-04-02 23:51:23.492+00,3,28,27,0.252,Normal
1041,2026-04-02 23:53:17.914+00,3,28,27,0.248,Normal
1044,2026-04-02 23:55:18.783+00,3,27,27,0.245,Normal
1047,2026-04-02 23:57:17.545+00,3,27,27,0.243,Normal
1050,2026-04-02 23:59:19.702+00,3,28,27,0.252,Normal
1053,2026-04-03 00:01:18.544+00,3,27,27,0.251,Normal
1056,2026-04-03 00:03:17.708+00,3,29,27,0.251,Normal
1059,2026-04-03 00:05:20.488+00,3,26,27,0.244,Normal
1062,2026-04-03 00:07:20.736+00,3,27,27,0.249,Normal
1065,2026-04-03 00:09:17.507+00,3,29,27,0.251,Normal
1068,2026-04-03 00:11:19.149+00,3,27,27,0.253,Normal
1071,2026-04-03 00:13:17.399+00,3,29,27,0.25,Normal
1074,2026-04-03 00:15:17.509+00,3,28,27,0.252,Normal
1077,2026-04-03 00:17:21.75+00,3,27,27,0.246,Normal
1080,2026-04-03 00:19:18.027+00,3,27,27,0.248,Normal
1083,2026-04-03 00:21:17.684+00,3,28,27,0.25,Normal
1086,2026-04-03 00:23:17.507+00,3,29,27,0.251,Normal
1089,2026-04-03 00:25:17.429+00,3,29,27,0.244,Normal
1092,2026-04-03 00:27:17.493+00,3,27,27,0.252,Normal
