id,ts,host_id,cpu_usage_pct,memory_usage_pct,power_kw,status
2,2026-04-02 12:22:07.517+00,2,17,70,0.245,Normal
5,2026-04-02 12:24:02.882+00,2,16,70,0.263,Normal
8,2026-04-02 12:26:01.7+00,2,15,70,0.256,Normal
11,2026-04-02 12:28:01.845+00,2,16,70,0.251,Normal
14,2026-04-02 12:30:02.091+00,2,16,70,0.26,Normal
17,2026-04-02 12:32:01.966+00,2,17,70,0.249,Normal
20,2026-04-02 12:34:02.036+00,2,16,70,0.239,Normal
23,2026-04-02 12:36:02.246+00,2,15,70,0.263,Normal
26,2026-04-02 12:38:02.065+00,2,16,70,0.241,Normal
29,2026-04-02 12:40:02.334+00,2,16,70,0.241,Normal
32,2026-04-02 12:42:02.111+00,2,16,70,0.261,Normal
35,2026-04-02 12:44:09.71+00,2,17,70,0.24,Normal
38,2026-04-02 12:46:02.041+00,2,16,70,0.243,Normal
41,2026-04-02 12:47:28.84+00,2,16,70,0.243,Normal
44,2026-04-02 12:49:08.515+00,2,16,70,0.243,Normal
47,2026-04-02 12:51:17.199+00,2,16,70,0.241,Normal
50,2026-04-02 12:53:17.464+00,2,16,70,0.242,Normal
53,2026-04-02 12:55:22.084+00,2,16,70,0.251,Normal
56,2026-04-02 12:57:08.403+00,2,16,70,0.243,Normal
59,2026-04-02 12:59:08.404+00,2,16,70,0.256,Normal
62,2026-04-02 13:01:08.403+00,2,15,70,0.243,Normal
65,2026-04-02 13:03:08.404+00,2,19,70,0.241,Normal
68,2026-04-02 13:05:08.513+00,2,17,70,0.247,Normal
71,2026-04-02 13:07:08.512+00,2,16,70,0.243,Normal
74,2026-04-02 13:09:08.403+00,2,16,70,0.241,Normal
77,2026-04-02 13:11:08.405+00,2,15,70,0.261,Normal
80,2026-04-02 13:13:08.405+00,2,16,70,0.241,Normal
83,2026-04-02 13:15:08.518+00,2,17,70,0.241,Normal
86,2026-04-02 13:17:08.408+00,2,16,70,0.244,Normal
89,2026-04-02 13:19:08.406+00,2,17,70,0.249,Normal
92,2026-04-02 13:21:08.53+00,2,19,70,0.239,Normal
95,2026-04-02 13:23:08.406+00,2,19,70,0.241,Normal
98,2026-04-02 13:25:08.406+00,2,20,70,0.257,Normal
101,2026-04-02 13:27:08.529+00,2,19,70,0.24,Normal
104,2026-04-02 13:29:17.367+00,2,18,70,0.242,Normal
107,2026-04-02 13:31:18.095+00,2,17,70,0.265,Normal
110,2026-04-02 13:33:17.992+00,2,17,70,0.243,Normal
113,2026-04-02 13:35:22.355+00,2,16,70,0.241,Normal
116,2026-04-02 13:37:08.405+00,2,15,70,0.246,Normal
119,2026-04-02 13:39:08.509+00,2,16,70,0.24,Normal
122,2026-04-02 13:41:08.531+00,2,16,70,0.244,Normal
125,2026-04-02 13:43:08.525+00,2,16,70,0.259,Normal
128,2026-04-02 13:45:08.518+00,2,16,70,0.24,Normal
131,2026-04-02 13:47:08.518+00,2,16,70,0.242,Normal
134,2026-04-02 13:49:21.168+00,2,16,70,0.241,Normal
137,2026-04-02 13:51:08.408+00,2,15,70,0.238,Normal
140,2026-04-02 13:53:08.408+00,2,18,70,0.252,Normal
143,2026-04-02 13:55:08.518+00,2,16,70,0.238,Normal
146,2026-04-02 13:57:08.412+00,2,16,70,0.246,Normal
149,2026-04-02 13:59:08.519+00,2,18,70,0.24,Normal
152,2026-04-02 14:01:08.41+00,2,16,70,0.242,Normal
155,2026-04-02 14:03:08.412+00,2,17,70,0.239,Normal
158,2026-04-02 14:05:08.52+00,2,16,70,0.252,Normal
161,2026-04-02 14:07:08.522+00,2,16,70,0.24,Normal
164,2026-04-02 14:09:08.411+00,2,16,70,0.243,Normal
167,2026-04-02 14:11:08.521+00,2,18,70,0.242,Normal
170,2026-04-02 14:13:08.522+00,2,20,70,0.249,Normal
173,2026-04-02 14:15:08.414+00,2,20,70,0.241,Normal
176,2026-04-02 14:17:08.522+00,2,20,70,0.245,Normal
179,2026-04-02 14:19:08.415+00,2,18,70,0.242,Normal
182,2026-04-02 14:21:08.527+00,2,17,70,0.244,Normal
185,2026-04-02 14:23:08.418+00,2,17,70,0.242,Normal
188,2026-04-02 14:25:08.418+00,2,15,70,0.24,Normal
191,2026-04-02 14:27:08.529+00,2,16,70,0.242,Normal
194,2026-04-02 14:29:08.419+00,2,16,70,0.243,Normal
197,2026-04-02 14:31:08.419+00,2,17,70,0.241,Normal
200,2026-04-02 14:33:08.419+00,2,16,70,0.242,Normal
203,2026-04-02 14:35:08.42+00,2,17,70,0.242,Normal
206,2026-04-02 14:37:08.421+00,2,15,70,0.247,Normal
209,2026-04-02 14:39:08.532+00,2,16,70,0.245,Normal
212,2026-04-02 14:41:08.532+00,2,17,70,0.249,Normal
215,2026-04-02 14:43:08.421+00,2,16,70,0.242,Normal
218,2026-04-02 14:45:08.532+00,2,17,70,0.239,Normal
221,2026-04-02 14:47:08.422+00,2,17,70,0.242,Normal
224,2026-04-02 14:49:08.422+00,2,16,70,0.242,Normal
227,2026-04-02 14:51:08.531+00,2,16,70,0.242,Normal
230,2026-04-02 14:53:08.532+00,2,16,70,0.251,Normal
233,2026-04-02 14:55:08.534+00,2,17,70,0.251,Normal
236,2026-04-02 14:57:08.422+00,2,16,70,0.244,Normal
239,2026-04-02 14:59:08.424+00,2,15,70,0.242,Normal
242,2026-04-02 15:01:08.424+00,2,17,70,0.245,Normal
245,2026-04-02 15:03:08.534+00,2,18,70,0.24,Normal
248,2026-04-02 15:05:08.534+00,2,19,70,0.24,Normal
251,2026-04-02 15:07:08.424+00,2,20,70,0.248,Normal
254,2026-04-02 15:09:08.424+00,2,20,70,0.241,Normal
257,2026-04-02 15:11:08.534+00,2,19,70,0.243,Normal
260,2026-04-02 15:13:08.425+00,2,17,70,0.259,Normal
263,2026-04-02 15:15:08.426+00,2,16,70,0.242,Normal
266,2026-04-02 15:17:08.544+00,2,16,70,0.242,Normal
269,2026-04-02 15:19:19.622+00,2,17,70,0.249,Normal
272,2026-04-02 15:21:17.546+00,2,16,70,0.263,Normal
275,2026-04-02 15:23:18.283+00,2,16,70,0.243,Normal
278,2026-04-02 15:25:18.856+00,2,16,70,0.242,Normal
281,2026-04-02 15:27:17.677+00,2,16,70,0.247,Normal
284,2026-04-02 15:29:18.538+00,2,17,70,0.243,Normal
287,2026-04-02 15:31:17.343+00,2,17,70,0.245,Normal
290,2026-04-02 15:33:19.874+00,2,21,70,0.256,Normal
293,2026-04-02 15:35:18.406+00,2,17,70,0.241,Normal
296,2026-04-02 15:37:19.113+00,2,17,70,0.243,Normal
299,2026-04-02 15:39:17.674+00,2,18,70,0.265,Normal
302,2026-04-02 15:41:17.735+00,2,16,70,0.247,Normal
305,2026-04-02 15:43:17.609+00,2,17,70,0.241,Normal
308,2026-04-02 15:45:21.864+00,2,18,70,0.256,Normal
311,2026-04-02 15:47:08.427+00,2,17,70,0.239,Normal
314,2026-04-02 15:49:08.426+00,2,17,70,0.255,Normal
317,2026-04-02 15:51:08.427+00,2,16,70,0.242,Normal
320,2026-04-02 15:53:08.427+00,2,17,70,0.245,Normal
323,2026-04-02 15:55:17.358+00,2,20,70,0.242,Normal
326,2026-04-02 15:57:17.464+00,2,19,70,0.246,Normal
329,2026-04-02 15:59:17.613+00,2,20,70,0.24,Normal
332,2026-04-02 16:01:18.266+00,2,20,70,0.245,Normal
335,2026-04-02 16:03:19.318+00,2,18,70,0.261,Normal
338,2026-04-02 16:05:21.491+00,2,17,70,0.242,Normal
341,2026-04-02 16:07:08.427+00,2,16,70,0.241,Normal
344,2026-04-02 16:09:08.428+00,2,16,70,0.244,Normal
347,2026-04-02 16:11:08.538+00,2,15,70,0.242,Normal
350,2026-04-02 16:13:08.428+00,2,15,70,0.259,Normal
353,2026-04-02 16:15:08.429+00,2,16,70,0.241,Normal
356,2026-04-02 16:17:08.538+00,2,16,70,0.242,Normal
359,2026-04-02 16:19:08.539+00,2,16,70,0.241,Normal
362,2026-04-02 16:21:08.552+00,2,15,70,0.254,Normal
365,2026-04-02 16:23:08.43+00,2,16,70,0.247,Normal
368,2026-04-02 16:25:08.551+00,2,17,70,0.24,Normal
371,2026-04-02 16:27:08.553+00,2,15,70,0.263,Normal
374,2026-04-02 16:29:08.431+00,2,16,70,0.241,Normal
377,2026-04-02 16:31:08.541+00,2,18,70,0.24,Normal
380,2026-04-02 16:33:08.555+00,2,16,70,0.251,Normal
383,2026-04-02 16:35:08.542+00,2,16,70,0.245,Normal
386,2026-04-02 16:37:08.54+00,2,16,70,0.24,Normal
